,titles,offers,closest_green_isco,NACE,location
1486,Pomoćni kuhar (m/ž),"Pomoćni kuhar (m/ž)
- poznavanje jelovnika i pripremanje namirnica prema postojećim standardima rada - porcioniranje jela prema zadanim normativima - kontrola kvantitete i kvalitete dostavljenih namirnica - pridržavanje svih propisa vezanih uz održavanje higijenskih standarda, skladištenje namirnica i sl. - briga o čistoći radnog prostora i opreme Rad u restoranu Baranjska kuća, Karanac.
Izvor: www.moj-posao.net
Lokacija: Karanac (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 24.04.2024.
Trajanje oglasa: 9 dana (ističe 04.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",7115,I, Karanac
1487,Pomoćni kuhar (m/ž),"Pomoćni kuhar (m/ž)
- pomoćni poslovi u kuhinji - priprema hrane - čišćenje kuhinje - pomoćni poslovi
Izvor: www.moj-posao.net
Lokacija: Zagreb (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 24.04.2024.
Trajanje oglasa: 9 dana (ističe 04.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",7115,I, Zagreb
1488,Pomoćni kuhar (m/ž),"Pomoćni kuhar (m/ž)
Rad u restoranu u Stobreču.
Izvor: www.moj-posao.net
Lokacija: Stobreč (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 23.04.2024.
Trajanje oglasa: 28 dana (ističe 22.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",7115,I, Stobreč
1489,Pomoćni kuhar (m/ž),"Pomoćni kuhar (m/ž)
Zapošljavamo pomoćnog kuhara (m/ž),
Izvor: www.moj-posao.net
Lokacija: Rijeka (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 22.04.2024.
Trajanje oglasa: 19 dana (ističe 12.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",7115,I, Rijeka
1490,Pomoćni kuhar (m/ž),"Pomoćni kuhar (m/ž)
- usmjerenost na kvalitetu rada i zadovoljstvo gostiju - pomoćni poslovi oko pripremanja hrane - pomaganje oko pripreme i izdavanja jela - održavanje higijene i čistoće radnog prostora i površina - pravilno i savjesno korištenje kuhinjskog inventara, opreme i uređaja - obavlja sve ostale poslove prema nalogu voditelja, a u skladu sa svojim stručnim i drugim sposobnostima
Izvor: www.moj-posao.net
Lokacija: Crikvenica (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 22.04.2024.
Trajanje oglasa: 9 dana (ističe 02.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",7115,I, Crikvenica
1491,Pomoćni kuhar (m/ž),"Pomoćni kuhar (m/ž)
Nico’s bar i bistro traži pomoćnog kuhara (m/ž). Opis posla: pomoć u pripremi hrane i svi ostali poslovi vezani za kuhinju po nalogu voditelja.
Izvor: www.moj-posao.net
Lokacija: Zagreb (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 22.04.2024.
Trajanje oglasa: 9 dana (ističe 02.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",7115,I, Zagreb
1492,Pomoćni kuhar (m/ž),"Pomoćni kuhar (m/ž)
- rad u kuhinji na pripremi salate i ostalog povrća - rad uz kuhara na pripremi a la carte jela
Izvor: www.moj-posao.net
Lokacija: Sukošan (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 19.04.2024.
Trajanje oglasa: 19 dana (ističe 09.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",7115,I, Sukošan
1493,Pomoćni kuhar (m/ž),"Pomoćni kuhar (m/ž)
- kuhanje jednostavnih jela i pomaganje u pripremi istih
Izvor: www.moj-posao.net
Lokacija: Zagreb (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 19.04.2024.
Trajanje oglasa: 19 dana (ističe 09.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",7115,I, Zagreb
1494,Pomoćni kuhar (m/ž),"Pomoćni kuhar (m/ž)
- pomoćni kuhar u restoranu
Izvor: www.moj-posao.net
Lokacija: Mimice (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 19.04.2024.
Trajanje oglasa: 25 dana (ističe 15.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",7115,I, Mimice
1495,Pomoćni kuhar (m/ž),"Pomoćni kuhar (m/ž)
Pomoćni poslovi u kuhinji u ugostiteljskom objektu.
Izvor: www.moj-posao.net
Lokacija: Omiš (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 19.04.2024.
Trajanje oglasa: 27 dana (ističe 17.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",7115,I, Omiš
1496,Pomoćni kuhar (m/ž),"Pomoćni kuhar (m/ž)
- pomoć pri pripremanju svih vrsta toplih i hladnih jela - pomoć pri pripremi jela po narudžbi - održavanje higijene radnog prostora
Izvor: www.moj-posao.net
Lokacija: Rab (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 19.04.2024.
Trajanje oglasa: 10 dana (ističe 30.04.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",7115,I, Rab
1497,Pomoćni kuhar (m/ž),"Pomoćni kuhar (m/ž)
- pomoć u pripremi namirnica i pranju posuđa
Izvor: www.moj-posao.net
Lokacija: Tučepi (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 18.04.2024.
Trajanje oglasa: 26 dana (ističe 15.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",7115,I, Tučepi
1498,Pomoćni kuhar (m/ž),"Pomoćni kuhar (m/ž)
Traži se: Pomoćni kuhar (m/ž).
Izvor: www.moj-posao.net
Lokacija: Zagreb (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 18.04.2024.
Trajanje oglasa: 19 dana (ističe 08.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",7115,I, Zagreb
1499,Pomoćni kuhar (m/ž),"Pomoćni kuhar (m/ž)
Ujutro kolegama kuharima i šefu kuhinje pomogneš provjeriti svježinu, količine i deklaracije svih namirnica. Pomogneš im napraviti pripremu za smjenu. Radiš priloge, umake i salate po Batak normativima. Dovršavaš juhe, jela za početak i ostala glavna jela po Batak recepturama. Pomogneš da drugoj smjeni predate urednu i čistu kuhinju sa svim namirnicama na pravom mjestu.
Izvor: www.moj-posao.net
Lokacija: Zadar, Čakovec, Split, Zagreb, Pula, Rijeka (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 16.04.2024.
Trajanje oglasa: 29 dana (ističe 16.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",7115,I, Split
1500,Pomoćni kuhar (m/ž),"Pomoćni kuhar (m/ž)
Ako želiš biti desna ruka našoj slastičarskoj i kuharskog ekipi, onda nastavi čitati Tvoj glavni zadatak bit će briga da proizvodi u našoj vitrini uvijek budu na nivou. To znači da ćeš puniti i dekorirati kroasane koje pripremaju naši slastičari te da ćeš raditi sandwiche i ostale slane i slatke proizvode koje nudimo. U Boogiju uvijek brinemo da je sve pripremljeno kvalitetno i svježe te da je jednako fino i nepcu i oku.
Izvor: www.moj-posao.net
Lokacija: Zagreb (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 16.04.2024.
Trajanje oglasa: 19 dana (ističe 06.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",7115,I, Zagreb
1501,Pomoćni kuhar (m/ž),"Pomoćni kuhar (m/ž)
Priprema obroka uobičajenih u domaćinstvu u obiteljskom domu.
Izvor: www.moj-posao.net
Lokacija: Bjelovar (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 16.04.2024.
Trajanje oglasa: 24 dana (ističe 11.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",7115,I, Bjelovar
1502,Pomoćni kuhar (m/ž),"Pomoćni kuhar (m/ž)
- priprema hladnih plata, salata i ostalih jednostavnijih jela - državanje mjesta urednim
Izvor: www.moj-posao.net
Lokacija: Kaštel Novi, Rudine (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 15.04.2024.
Trajanje oglasa: 19 dana (ističe 05.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",7115,I, Kaštel Novi
1503,Pomoćni kuhar (m/ž),"Pomoćni kuhar (m/ž)
Dom za stare Omea u Zagrebu je u potrazi za pojačanjem na radnom mjestu: Pomoćni kuhar (m/ž).
Izvor: www.moj-posao.net
Lokacija: Zagreb (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 15.04.2024.
Trajanje oglasa: 19 dana (ističe 05.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",7115,I, Zagreb
1504,Pomoćni kuhar (m/ž),"Pomoćni kuhar (m/ž)
Restoran-Pizzerija na Bačvicama traži pomoćnog kuhara za rad u smjenama.
Izvor: www.moj-posao.net
Lokacija: Split (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 15.04.2024.
Trajanje oglasa: 19 dana (ističe 05.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",7115,I, Split
1505,Pomoćni kuhar (m/ž),"Pomoćni kuhar (m/ž)
Traži se pomoćni kuhar (m/ž) za rad na roštilju na turističkom brodu za jednodnevne izlete. Dužnosti: rad na roštilju, priprema jela za goste.
Izvor: www.moj-posao.net
Lokacija: Baška (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 12.04.2024.
Trajanje oglasa: 19 dana (ističe 02.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",7115,I, Baška
1506,Pomoćni kuhar (m/ž),"Pomoćni kuhar (m/ž)
Traži se pomoćni kuhar (m/ž) za pripremu jela.
Izvor: www.moj-posao.net
Lokacija: Zadar (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 12.04.2024.
Trajanje oglasa: 29 dana (ističe 12.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",7115,I, Zadar
1507,Pomoćni kuhar (m/ž),"Pomoćni kuhar (m/ž)
Pomoć u pripremanju hrane.
Izvor: www.moj-posao.net
Lokacija: Zadvarje (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 12.04.2024.
Trajanje oglasa: 27 dana (ističe 10.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",7115,I, Zadvarje
1508,Pomoćni kuhar (m/ž),"Pomoćni kuhar (m/ž)
Rad u kuhinji na pomoćnim poslovima.
Izvor: www.moj-posao.net
Lokacija: Islam Latinski (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 12.04.2024.
Trajanje oglasa: 17 dana (ističe 30.04.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",7115,I, Islam Latinski
1509,Pomoćni kuhar (m/ž),"Pomoćni kuhar (m/ž)
Buffet Calypso Ičići - fast food restoran na plaži traži pomoćnog kuhara (m/ž).
Izvor: www.moj-posao.net
Lokacija: Ičići (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 11.04.2024.
Trajanje oglasa: 19 dana (ističe 01.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",7115,I, Ičići
1510,Pomoćni kuhar (m/ž),"Pomoćni kuhar (m/ž)
Gostionica Fortuna, Lopar, otok Rab, traži pomoćnog kuhara (m/ž) sa poznavanjem rada na roštilju i na tavama.
Izvor: www.moj-posao.net
Lokacija: Lopar (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 10.04.2024.
Trajanje oglasa: 19 dana (ističe 30.04.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",7115,I, Lopar
1511,Pomoćni kuhar (m/ž),"Pomoćni kuhar (m/ž)
Posao uključuje jednostavne poslove u kuhinji (sjeckanje svježeg povrća, rad za roštiljom i fritezama, popis robe za nabavu).
Izvor: www.moj-posao.net
Lokacija: Pula (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 10.04.2024.
Trajanje oglasa: 28 dana (ističe 09.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",7115,I, Pula
1512,Pomoćni kuhar (m/ž),"Pomoćni kuhar (m/ž)
- rad u kuhinji
Izvor: www.moj-posao.net
Lokacija: Vinkovci (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 08.04.2024.
Trajanje oglasa: 25 dana (ističe 04.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",7115,I, Vinkovci
1513,Pomoćni kuhar (m/ž),"Pomoćni kuhar (m/ž)
Rad u kuhinji te pomoć u pripremi jela.
Izvor: www.moj-posao.net
Lokacija: Grebaštica (Rad iz firme)
Broj izvršilaca: 1
Datum objave: 05.04.2024.
Trajanje oglasa: 28 dana (ističe 04.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",7115,I, Grebaštica
1514,Sobarica / Sobar,"Sobarica / Sobar
Hotel ”Posejdon” Neum smješten uz obalu mora, u mirnom dijelu Neuma (Surdup), počeo je sa radom davne 2005. godine i svojim kapacitetom nudi 24 sobe/apartmana za odmor i restoran za sve posjetitelje ovoga mjesta. Nakon skoro dvije decenije tradicije i iskustva „Posejdon“ kao hotel i restoran je za svoje goste svih generacija i dalje omiljeno mjesto za odmor i druženje, mjesto svih koji žele da uživaju u otmenom, prijatnom i mirnom ambijentu. 

Shodno našim potrebama raspisujemo natječaj za radnu poziciju:

Sobarica – više izvršitelja 

Uvjeti: 
SSS, bilo kojeg smjera, sa ili bez radnog iskustva
spremnost na rad u timu
sposobnost na stalnom održavanju čistog, urednog radnog prostora
odgovoran pristup poslu i posvećenost realizaciji radnih zadataka
profesionalan odnos prema gostima hotela zbog doprinosa pružanju visoke kvalitete usluge
Nudimo:
redovna i konkurentna finansijska primanja, početna plaća u iznosu od 2.000 KM
ugovor o radu na određeno vrijeme (sezonski poslovi), s mogućnošću zasnivanja radnog odnosa na neodređeno vrijeme
osiguran smještaj i hrana, za primljene kandidate koji su s prebivalištem izvan Općine Neum
Prijave slati putem opcije ""PRIJAVI SE NA OGLAS"", a za više informacija kontaktirati na broj: 036/885-112 ili mob 063/481-561. 
Lokacija: Neum (Rad iz firme)
Broj izvršilaca: 5
Datum objave: 05.04.2024.
Trajanje oglasa: 30 dana (ističe 05.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",9612,N,Neum
1515,ADC Analyst,"ADC Analyst
Pozicija: ADC Analyst

Work arrangement: Full-time

City:Sarajevo

Country: Bosnia-Herzegovina

Department: Audit & Assurance

Team: Audit - General

Area of interest: Audit

Way of work:  Hybrid

Description & Requirements

Who we are looking for


Description & Requirements

Who we are looking for
University graduates – minimum Bachelor studies (preferred economics, finance and accounting, math studies);
Communicative level of English;
Willingness to expand knowledge
Interested in the international business environment and professional development;
Analytical thinking, problem-solving attitude;
Attention to detail, with a sense of responsibility and delivery of results;
Good command of the Microsoft Office package (mainly Excel);
Able to work in a team and be proactive; 
Positive ‘can do’ attitude - systematic approach to work.
Your future role
Performing selected audit activities as part of delivery of high-quality audits of financial statements. The activities will include tasks for various multinational companies and institutions, in accordance with local accounting standards, IFRS and other GAAPs; 
Pre-processing of information (financial data, accounting records and financial statements, etc.) necessary for each audit phase - audit planning, testing procedures and audit finalization; 
Preparing audit documentation in Deloitte audit software to support the audit teams based out of client locations; 
Using proven Deloitte audit methodologies; 
Participating in a customized training program as well as coaching by seniors and managers to become more independent and acquire technical know-how.
IMPORTANT: Starting dates: October 2024. 
What we offer
Stable employment based on a contract of employment;
Hybrid model of work;
Bonus system: ADC Performance Premium; 
The training program that will allow you to quickly adapt to your new role;
Internal trainings opportunities related to soft and technical skills;
Access to modern online training platforms like Udemy for Business, Linkedin Learning, getAbstract, Culture Navigator;
Buddy Program - support during the first months of work;
Possibility of co-financing external training (ACCA/PIBR certification);
Language classes to develop e.g. English skills;
Attractive benefits package (Health, life and travel insurance, Multisport, Employee Assistance Program etc.);
Work in a team with a very positive atmosphere.
About Deloitte
Deloitte is a variety of people, experience, industries and services we deliver in 150 countries of the world. It is an intellectual challenge, a good starting point for your career, and an excellent opportunity for continuous development and gaining valuable life experiences. What you only must do is to take the first step – press the apply button and send us your CV, go through all the stages of the recruitment process and sign a contract with us. Deloitte is simply your best choice.
About the team
Audit Delivery Center - group of professionals who support the audit teams across Deloitte Central Europe in the delivery of top quality audit services to their clients via performance of selected audit activities.
Lokacija: Sarajevo (Hibridni rad)
Broj izvršilaca: 17
Datum objave: 02.04.2024.
Trajanje oglasa: 30 dana (ističe 02.05.2024.)
Prijavi se na oglas
Isprintaj oglas
Share",2511,M, Sarajevo
